session_id,customer_id,page_views,session_duration,source,visit_date
c5d489dd-faac-4d31-baf0-321b8034d29f,211,8,166,Direct,2024-03-19
4b90789c-ff63-492d-a1ff-9170af7c47a2,433,6,126,Direct,2024-03-16
4a245ae7-085c-460a-aa42-1b0506caefca,727,8,168,Organic,2024-02-10
e144d8f1-52a4-4f00-804a-90e0ecc81ecb,192,7,149,Organic,2024-02-14
2923afcb-491b-4566-b5c7-9177d2ca3987,496,4,190,Referral,2024-01-15
a7452c80-2805-495f-8152-4abc5bdc66ad,764,1,295,Social,2024-01-04
703d5160-ff52-427a-bc6f-8846fe7d1c77,24,8,234,Referral,2024-02-05
48d1a1a3-9926-4f39-841a-1bd5b3fda256,512,1,289,Organic,2024-03-10
70768c7f-0cf7-4567-919a-02a898fd82fb,863,4,190,Organic,2024-02-27
ce763762-fa06-454e-a46e-d52a61ad734a,421,5,251,Organic,2024-04-20
a54eb516-aafc-4121-b622-d4f3d5103474,675,7,274,Social,2024-03-05
e0494e31-7ecc-4a4a-bf82-8be45a3b9e32,876,5,221,Organic,2024-01-21
562f5498-e2dc-4776-bf20-fbe2b88e5d2c,695,10,97,Referral,2024-01-14
b3be01d9-afb3-4300-b328-5e2b8ccc6fd9,180,2,222,Social,2024-01-30
cf11d1e5-c6c1-4567-bdcb-1f594ddc7753,188,3,155,Referral,2024-03-30
0df27e11-60c7-447c-8cbf-ac093521d278,708,4,55,Referral,2024-02-12
0cd51bc1-add8-48a7-bc12-15e38e34cc4f,288,4,299,Organic,2024-01-06
38884747-b32f-4e9b-8125-3166ddbce67d,519,1,147,Organic,2024-02-25
96e240be-6f60-4d88-bf8f-da754ee312fa,311,7,199,Direct,2024-01-15
6cead91a-0f5a-4716-95b7-7473d2ebfd64,163,7,112,Direct,2024-04-07
a42853d1-4f2e-4522-b1c0-367c97705736,509,8,116,Organic,2024-03-24
2da9076f-3828-4cb4-b25e-8b1fdfe7b879,313,3,151,Referral,2024-01-25
832ac0bd-cdd5-4cde-b3d3-be79594845b6,383,9,246,Social,2024-03-02
39bf850e-f734-4f0e-a413-a9f5d330375f,525,8,151,Referral,2024-02-09
64ec3c28-123a-49b2-b042-a749c363f291,889,1,43,Direct,2024-03-23
b614f82c-67f7-4d93-b388-6f4bec1e7de9,696,10,153,Organic,2024-04-11
284f711d-b784-4200-8bf2-a8313705e7f0,775,9,197,Referral,2024-04-21
c5e27a39-59c1-4839-8c9d-80bc2c4b1e9f,946,6,296,Referral,2024-04-03
03d8cddf-7570-40f6-bbca-9aaa95c583d5,868,10,185,Social,2024-03-08
969c6acb-c2e2-42dc-98f9-1979bbbe31a3,197,4,260,Organic,2024-04-03
1eba2195-df12-4d71-8907-d93dd5d100f7,48,1,275,Direct,2024-03-18
8b9a2411-1ac3-4f06-8d78-c4bdf4cea970,363,2,213,Direct,2024-04-12
5ff5c97d-7575-4150-a0df-19b17027947b,451,4,103,Referral,2024-03-12
b75e391f-4c6c-404e-a11e-3831fc858555,260,7,73,Referral,2024-04-13
0ca8ce0d-f3cb-4990-968e-2b4b63e97cc3,305,9,91,Direct,2024-04-29
9e0b87bd-525f-460b-a589-f5778948ec16,611,6,216,Organic,2024-04-23
5c01742f-5f15-49bb-932a-0ef6181b5172,338,1,62,Social,2024-04-03
da7019b0-e4f8-4aea-8829-5c1f4be0a2c5,320,9,288,Referral,2024-02-06
eb851783-80e9-4650-91af-c57a98d380ea,17,10,84,Social,2024-02-05
b3aa37c7-5a43-4be7-acbd-e22b92ce5d72,101,7,153,Social,2024-02-23
35ddb50a-1538-4080-92fe-3175e78ea6bb,947,4,53,Organic,2024-02-26
6366de13-4b5d-4c10-809d-b8a061f778a4,222,1,252,Referral,2024-04-13
b12a6548-f66d-465d-a83b-ea97612787ce,296,3,278,Referral,2024-04-09
c26a92e5-38d2-4fb9-ae0b-5b3319517fc6,403,7,153,Organic,2024-01-21
d0e6278a-bae8-4899-a59a-4da38c4734e4,707,8,201,Social,2024-01-07
384dbdd0-f6ec-429f-930a-3c26b915bb90,72,9,126,Social,2024-02-28
f0d9ffb9-2248-42c2-8f10-6e38b93810b0,829,9,167,Organic,2024-01-06
3fec735e-ee06-450e-ba98-52dcd175de80,942,4,81,Social,2024-04-29
9e80e3e4-f29f-4e09-b9e0-996ce315a7b0,635,8,53,Organic,2024-02-14
002a34bd-1ffd-4b91-84a2-7be44db95432,446,10,146,Referral,2024-04-24
c41bf783-9b1d-44ea-9b1d-2f4936725d0d,252,2,72,Organic,2024-04-17
7f778024-8a60-4914-8e78-32d4095feb42,708,6,129,Social,2024-03-17
92563e28-4329-4d64-a649-d52065582663,570,6,31,Direct,2024-03-25
dd1be365-3b26-4945-988c-2e30437c2d3a,754,3,116,Social,2024-02-16
d59d40d7-c6fb-4a10-9891-ea6f9200f3f9,91,6,232,Organic,2024-02-01
2fa5710b-03a0-4dee-bc71-f9899dd08ad2,12,1,74,Referral,2024-04-20
c891349b-5c98-4ae5-a41c-184885e2828c,102,1,154,Referral,2024-02-01
bcbbb7ce-b013-4c41-a54d-058686d805d2,290,2,155,Direct,2024-04-02
5bf21064-6e45-464a-b336-99d9bbca21be,308,6,144,Direct,2024-03-23
0721b372-aa2b-4380-b791-136b8852b405,326,9,84,Social,2024-02-03
616f3ae4-1de9-44e9-8fcb-a68dc06fdfdd,62,8,104,Direct,2024-04-19
5aabd187-8bc7-4db0-8aca-9be04384cf77,67,9,98,Referral,2024-03-29
cf17d824-42c5-49da-af84-0a50d5354eec,960,1,258,Referral,2024-03-23
276b4e3f-7100-4673-bf14-0807c9ac130a,442,1,274,Organic,2024-04-20
32ee9498-4475-4e2d-8d1b-abe0926d7b03,655,8,192,Organic,2024-04-06
dcd22a86-9ce2-4741-b554-a938d85b91ba,546,7,146,Organic,2024-02-08
644a9c63-ae7a-47e5-b77e-c503801edb68,365,1,81,Social,2024-01-25
74c26886-0f73-4761-8b4e-83b8ca5f0e19,962,4,87,Organic,2024-03-03
f7cb378b-9eeb-42fe-a26e-1e8170ba4c03,845,8,213,Direct,2024-02-15
9b981418-4ec1-4d6e-9da7-7938e8575f9c,234,2,69,Organic,2024-01-25
035815c6-9ce1-4e84-9a3d-623de819eef5,528,6,285,Organic,2024-03-29
18d7d0d5-4616-41ae-a114-0e9a388b3ab5,307,3,103,Direct,2024-04-01
ea4b9d22-bd10-4323-9358-0a57537c5435,25,7,232,Organic,2024-01-09
5029196d-984d-4c8b-bafe-f4efd7dd6e63,929,6,283,Referral,2024-02-17
a13c381a-9b74-4be3-a803-a8f7405290f5,327,9,258,Social,2024-01-19
5dcb5a09-57c0-4a44-a5e4-a27a6252cd5d,410,8,234,Referral,2024-04-29
927aa550-df7e-4d92-b378-ca32ae315ed6,915,3,54,Social,2024-01-21
cd9a89c0-1125-4db7-93ac-79bf823b41a0,982,10,289,Social,2024-01-03
20b96e5d-4b87-4b71-bb16-b73fcf661086,515,10,127,Referral,2024-01-06
8df841a2-e64e-42fc-a33d-97152d45dda7,529,1,104,Direct,2024-03-14
a09cf91f-b7b7-4729-9b4a-5d7bc665f84e,463,4,230,Referral,2024-03-20
5b13e619-6b78-4f08-87ca-8ae9c4703b94,577,6,223,Social,2024-03-01
c5f50f74-44f0-4941-94b3-df5d833e9874,150,1,147,Social,2024-04-27
4e3ce839-fda6-4d1d-9ff2-a43eaa537239,9,8,97,Direct,2024-03-23
d2afd124-399a-4172-a16d-99b312e7b885,319,4,300,Social,2024-01-19
ae741949-a6dc-43f3-b294-37d4b6b05bb1,679,7,272,Referral,2024-03-15
260abc12-76a9-4b28-a930-1e8896f63c70,471,10,133,Organic,2024-03-06
da503d93-b5ad-448f-9348-40dbfb5b85ca,261,2,133,Referral,2024-03-21
ff1e1ea6-24fd-4f82-ab10-19ed82e7002f,153,1,270,Referral,2024-02-02
a9649a2b-7f29-4d21-b4b9-520ededd3e28,205,1,115,Social,2024-03-27
75890998-0079-4ccb-bc50-2659fc0e5490,827,2,202,Direct,2024-03-19
39593ba8-edc5-46f1-bb00-fc8db2ab3ad8,682,5,134,Organic,2024-03-26
a6d49ea8-08a0-4a3f-a3f5-041ccd08d13b,194,6,258,Direct,2024-04-29
acd1d066-9035-49be-b443-ba08efdc5d8f,279,1,31,Social,2024-02-29
1b7377eb-a0f7-4a15-8ab1-9c2392f7daf9,20,6,162,Social,2024-04-24
e079a74d-0562-4a8b-b19b-a22f38a86181,944,3,40,Social,2024-02-14
09989284-33e7-4b52-876c-e8f327db8ccf,473,1,52,Direct,2024-02-20
31e2744a-f13d-486e-82ca-8c7da5ef7f08,420,3,83,Direct,2024-01-31
fc3d1a5e-3ef8-42c0-946d-4a80d0d6d3f5,232,3,172,Social,2024-04-16
f474673e-263b-4a32-8e06-22bf3ea99146,267,7,269,Social,2024-04-20
ec6cfa0a-2cd7-4f66-a69d-ef604c8ba05e,409,4,278,Direct,2024-03-18
83f5b220-648d-4e31-bcdb-0db69fa222b8,834,2,35,Social,2024-02-01
8127ef82-751c-41f6-af28-cee976f46e27,881,5,156,Social,2024-02-03
4bcf5038-3ea2-4412-8711-cd45e053fcc2,922,9,147,Direct,2024-02-06
316fbb3e-ad1d-459b-a34b-c9836b216a78,96,1,149,Organic,2024-01-08
9b1cc30b-dd63-460c-8f72-f4ad3fe943d2,114,8,40,Social,2024-01-08
0a81a184-9c3b-4391-87b9-7efb5d7a49e9,208,6,238,Direct,2024-04-14
cf65fafe-d0eb-4370-9337-8840b3ac1bd3,66,7,138,Referral,2024-02-20
3b1367fd-6724-4616-b302-b8f5bbbb6c43,311,3,120,Direct,2024-03-22
86ccf6a3-bc57-488e-a7fe-ccc4c9e515da,834,6,116,Referral,2024-03-17
d07ff7f1-d23d-4bc4-be27-17e758b33521,429,10,228,Referral,2024-01-06
63602a25-8e44-440f-9057-967a414c3303,342,9,195,Direct,2024-02-25
1262343f-e779-45ed-982d-8946099502ce,902,8,227,Organic,2024-04-17
cdaa6477-c34e-4daf-ac2f-b1903cd33635,527,8,221,Social,2024-04-24
31e938fc-0f8d-48cc-a03e-82d1d13921e5,874,8,218,Direct,2024-03-26
98ba724a-7ae2-4b7f-8ef7-1c8a0a0ae1eb,904,5,192,Organic,2024-03-26
2558b3d5-3261-4e59-bf00-ae6505e24154,169,3,198,Social,2024-02-12
758b2ceb-54b4-4cba-83a4-77dad9f0ff77,178,6,202,Direct,2024-02-13
40270b93-efc3-40e2-9cba-a7557bcd280d,75,1,65,Social,2024-01-30
58fab953-5aa8-42f1-9079-7b729eb1b1b9,697,10,103,Organic,2024-03-13
7a6e6bee-22ab-4fc6-93b3-08aaf9c98e4a,31,5,234,Organic,2024-04-05
e041dc1a-6434-479b-a03b-0dd1d995c1cc,380,6,224,Direct,2024-04-07
191b51a4-87b9-41d8-9eaa-a5d9c91aa202,161,8,101,Social,2024-04-08
f64576d7-3429-4b25-8c22-b58ac7557549,866,3,152,Direct,2024-04-17
4095e468-19f9-4b91-8b1b-0db7184bfe1a,277,5,254,Organic,2024-03-26
63e0ecf3-7c58-45e5-98da-b9f10f42ea47,231,1,168,Organic,2024-04-25
5ceec2be-4ec7-4055-98ea-7a3a8b059c3b,166,10,60,Referral,2024-03-27
7069cc7e-b58b-4d04-bf00-95c91761d3cb,337,2,133,Social,2024-03-10
7d7a059e-3e58-404d-873a-c967d9d4d913,924,2,147,Organic,2024-03-25
67509b77-ef47-45d1-9bf0-0ff652b5380f,950,7,152,Referral,2024-04-14
e7c114fc-a618-4981-b513-f416c7f11b40,62,9,158,Organic,2024-04-11
30a9219d-72d6-44e5-b5b4-c0c6552ea6e1,673,9,285,Direct,2024-04-28
6f3a715c-cfe4-4337-aaad-1a334fec8ddb,620,1,299,Organic,2024-01-31
37f37051-9b0f-4872-b66b-66c572ed1aac,633,5,217,Organic,2024-02-23
82b11736-e5e8-4c2f-91e0-f7950bd947a9,459,10,196,Referral,2024-01-13
72fbfbc3-1f7e-4c99-9998-39725dd881d2,391,1,210,Direct,2024-04-17
94a21acf-39dc-4707-a8e0-07142d28225a,548,10,247,Organic,2024-04-13
b60e1424-ebba-44cd-9ed3-cdb5c5c7eadf,945,3,285,Organic,2024-02-18
89b1f753-2e46-44e8-89a2-4c52ed6ccaf6,717,7,223,Social,2024-02-18
a7437f4c-0e24-42c7-922d-c13160a494f7,168,5,177,Direct,2024-04-10
ba0e0d7d-ae74-4e07-9c62-4461e2c92627,441,2,103,Social,2024-03-20
5f9f2bd7-7cae-456a-8d54-3070569ae98c,516,5,56,Organic,2024-02-22
f3496257-95b7-435c-90f8-6577be4c99ca,408,10,268,Direct,2024-02-26
208d31a2-0393-4c0e-85a0-d81c2337892e,369,5,215,Referral,2024-04-12
e473299a-1923-4693-94a2-87089d22525a,890,6,81,Referral,2024-01-22
43b3ec3c-302d-46a6-a7e0-581f753dc407,898,9,65,Referral,2024-04-19
23cd4ad5-b749-44f0-8180-6f8ec63595f1,914,8,60,Direct,2024-03-24
41f769d1-a899-484f-860e-a7898ec98a2f,522,7,48,Direct,2024-04-24
828706bf-de7e-4b9e-baeb-ee7c822f7182,827,8,40,Direct,2024-04-23
476bb794-19b8-4fd9-857d-e6e8dc4544a1,435,5,213,Direct,2024-03-03
6fd2fbf8-8d5b-46d9-87d9-9c0088afec2e,935,5,49,Direct,2024-04-21
718677f3-c9fa-4b8e-8f7d-7bd8ff645011,720,6,172,Organic,2024-02-29
55cc0122-ec5c-42d6-b3c0-c960a06fab9f,538,2,167,Referral,2024-04-11
5e9e789b-7565-40b4-a6c2-c8ee837ac22e,432,2,75,Referral,2024-04-18
fe06449f-7fb3-4365-9fec-4ee63510b8d8,523,10,164,Social,2024-01-07
c9682436-685f-4e97-94bb-8896642b749a,851,6,275,Social,2024-02-11
26a564e2-2513-427a-998e-c5db781d10aa,796,1,93,Social,2024-02-28
1a7968f2-a32d-45af-af54-3cf5f10eb28a,188,2,196,Direct,2024-03-01
592bfe25-0723-4beb-b2b6-34f13bc894b1,358,9,98,Social,2024-04-26
043e7b4a-ea85-4d3a-93f3-7890afd99a2c,554,9,81,Referral,2024-02-16
7a0497d5-239e-482d-a497-f10fe9192144,100,8,159,Direct,2024-04-26
a4ef8ce7-19d9-47fb-8942-c0a343d70999,199,7,205,Organic,2024-02-02
018691c2-de41-4d2b-b6ae-56e143f87961,444,10,285,Organic,2024-03-24
bccbfb68-7833-446a-9ea9-8ec4c2c5ab44,419,8,68,Social,2024-03-29
b767b2a4-d429-49d5-a4fb-3490fa946586,94,7,78,Referral,2024-02-16
83614be3-ea52-495b-8f63-c56975041665,433,10,212,Organic,2024-04-06
a731e39f-b647-40aa-b4e9-67a7e401d446,266,1,239,Organic,2024-01-26
df5d9989-2a1b-4ab9-a9d0-cecae147433d,430,2,63,Social,2024-04-29
680ed114-c724-4234-8310-58fa96b7e557,18,5,268,Organic,2024-03-09
e9b3ed36-9fed-490e-b62b-8ccfe5819f1d,946,5,104,Direct,2024-04-15
c60052fa-8e95-48a1-9ed4-d02b0312228a,452,5,206,Social,2024-01-03
6952fe5c-2d0c-4d7a-94ea-ec3af015dd81,413,1,206,Referral,2024-03-23
18486a37-ea78-4ac9-ac85-3607fb82f02d,927,2,115,Direct,2024-04-28
3cdec354-c41f-4676-ae72-8c7547549c6e,65,3,75,Direct,2024-01-12
10e076e0-acbc-4cec-83bf-4b192f311efd,424,9,57,Social,2024-04-23
046996fa-0c75-44de-b8e6-3f4b2ebc46db,341,3,42,Social,2024-03-29
cc37f1bc-f20f-4f0a-b3af-bb84d29257ce,554,4,255,Referral,2024-01-16
0b10a59f-2ba1-48df-876d-bf212c041483,1000,10,114,Social,2024-02-06
56eec0f6-89ae-4ed3-adb4-4aee22cc0823,61,2,98,Direct,2024-03-19
ab4cbf2b-ad7e-414d-b15b-7dc1dc274942,880,9,205,Referral,2024-04-22
5c3220ba-7d6f-4254-b714-ad3dfe2245af,493,3,127,Organic,2024-01-17
88ee12f4-7b87-4838-8674-128c33e74a1c,510,2,62,Organic,2024-02-07
861e81b2-5a14-4e89-a72f-a9c115a0de89,138,2,108,Organic,2024-02-17
569239e5-6d02-4e6c-8a82-9b69eae8f3b7,107,5,54,Organic,2024-04-22
531f704e-eb30-4135-89e6-c10343de119b,968,5,110,Organic,2024-02-07
2ca228c2-31b8-4d51-bb37-fc6d8c82d0a3,423,4,89,Organic,2024-01-20
e4666944-5d4e-4f64-b3c6-dfa29e535b69,251,7,291,Direct,2024-03-10
1b44b88b-bce9-4c8d-b411-3111b1680b70,132,7,162,Referral,2024-03-23
0d1e8814-f3c6-4b4f-bdd0-fd2bc02234e0,125,1,246,Social,2024-01-02
481d8a4c-f82d-4efd-8cd7-57113be71bda,972,10,139,Social,2024-01-29
4046236c-00cc-42cd-b8a5-2fe028966e0e,940,8,116,Organic,2024-02-25
ad404b4e-bcde-403b-9c42-d60bd0032ca7,793,9,54,Social,2024-03-07
53ed48b5-592d-4c28-852c-7dfb241deb44,656,4,292,Organic,2024-01-31
4a732fdd-4791-4095-a9bd-3ff5fbfb9998,405,2,163,Organic,2024-01-05
90b9b923-5b11-441b-9409-e5ddb7379e4d,501,2,67,Referral,2024-03-26
425a52ad-76f7-4c54-8e27-9ac2f95028a5,376,10,293,Referral,2024-01-24
be194076-920d-4628-9766-dab9bfa28037,533,9,282,Direct,2024-03-03
2a5dadf7-1775-45c6-99a1-15513ef8540d,880,5,65,Social,2024-02-27
7115a71c-0e47-4ee9-9d5c-a43c58ddf11e,183,1,286,Organic,2024-03-24
302e8e1b-4581-431a-94c8-bfcc4349d583,735,5,111,Social,2024-03-03
bca5c591-5585-4cb0-9eaf-5090bfdcdda1,114,5,231,Organic,2024-04-02
7ddee4c0-2382-440e-824e-5eda60949777,514,10,207,Social,2024-03-12
39984a34-3211-451a-aa3f-690a2a472888,225,9,54,Social,2024-04-11
557c0e38-a200-4db4-a33e-12235405b51b,163,4,290,Referral,2024-03-31
dde690de-928e-4e2d-a188-3f95f64c585a,973,2,227,Direct,2024-03-01
2d5781a4-5a77-4718-98db-65809019f0a6,574,1,181,Referral,2024-02-29
5e309d0a-e7f7-4db1-a290-bc0cdd880d92,554,5,104,Referral,2024-01-19
0a48cac9-fbe7-4d49-86df-85b7433a0054,749,9,102,Direct,2024-03-25
27facdc8-bb02-454c-9815-b0a27b884175,959,5,32,Social,2024-04-02
4bc932b7-d336-4704-add9-9d38d5d8f82f,881,7,38,Organic,2024-03-10
aa34750b-27eb-4557-9464-a1ea5ce83881,339,2,235,Direct,2024-03-12
024741fb-29b6-4482-a5bf-37ac275e5b89,478,2,255,Referral,2024-03-03
11efd4ad-b845-46e2-97de-821ff273250a,381,1,118,Referral,2024-02-23
9668fdf5-e362-41e3-992c-d15e4b075253,450,6,55,Organic,2024-01-01
6f55eede-f434-442d-a159-af1f9b6a3e70,4,10,155,Social,2024-02-08
c3b2d21c-3b70-4627-9e73-7cf36f826072,938,8,35,Referral,2024-03-20
289c1b6e-c4f3-42af-a09a-b7fd09e3c96b,624,5,118,Direct,2024-01-21
fbe0074d-986f-40d0-b068-ce793814f606,407,6,72,Referral,2024-02-08
f8a9ea0c-5b69-4bff-af46-0b60a3acb680,594,10,249,Referral,2024-02-08
064284e0-941d-4b5f-afb7-688f80c3d552,818,2,114,Organic,2024-03-14
7b20ff3d-49d1-47b6-b637-7c73e3f77440,742,6,252,Referral,2024-01-28
42e01feb-406f-4876-95dc-4dd40e604d40,596,2,73,Social,2024-04-16
324a8b5a-8bf8-473d-9706-31ba7bc44c67,768,6,164,Organic,2024-01-28
300ca370-23bd-45e7-82c4-37dd0dbe5187,58,5,104,Direct,2024-03-24
64b3fe1b-40b1-4247-ab50-240014b40b57,408,9,144,Organic,2024-02-03
1dd957b2-ca20-4829-928c-38f8fb45d587,121,10,109,Social,2024-02-02
85ba9cab-648c-45b8-992d-9c29ecc6e9e4,749,9,42,Social,2024-01-28
05cbf803-d7eb-45f0-9bf9-e866fa3bc7bf,209,4,110,Social,2024-01-05
58d4c57b-f6e3-4668-a6ef-f871566ceb9b,741,9,120,Social,2024-03-14
1362041a-1907-4517-99ff-422dfb4c5add,845,5,122,Social,2024-03-19
1b1ffc1b-19c2-4230-acd2-c75a66b652ff,927,1,215,Social,2024-02-15
0cf0a065-ee54-4679-9edc-47e77da89c94,297,3,62,Social,2024-02-03
6a5e80ea-e685-4f26-9afe-2053f4535610,885,5,64,Referral,2024-02-24
f96a45b7-b521-4b2a-9bda-dc00d4f114b0,958,7,67,Social,2024-03-31
6b2bcca1-779f-400c-badc-2448293084cb,727,9,35,Direct,2024-04-26
814aef32-c13f-416c-a1f5-9dfbed74f9b3,551,2,184,Referral,2024-02-13
66b79387-8b3e-43ab-ac16-4d75464c1590,815,8,46,Referral,2024-02-11
d529f67b-b026-4691-a8ae-604f3298785a,182,4,134,Direct,2024-04-21
d43a4bf9-cb91-4826-ad47-59bf5f8bf58b,575,2,234,Direct,2024-02-05
b83c341c-c947-423f-b752-31e2c006916a,159,1,57,Social,2024-02-19
3b14c4ae-151c-4a01-acff-81d0522c25b6,152,9,213,Organic,2024-03-01
6c5ab533-0518-49a5-b665-424218b28cae,9,2,78,Organic,2024-01-11
1d59e325-7fa4-4782-b63b-8a39ad013fcb,994,8,223,Organic,2024-02-19
3fee9d1a-0282-41f7-b78b-f827df6adecd,92,8,139,Referral,2024-02-08
ce2bf66d-bfc4-4c12-803d-40effa1e960f,471,2,174,Social,2024-03-09
5781a483-b45f-47b4-9d12-f94fea01da06,108,6,84,Organic,2024-04-05
fd07ccd3-513a-4fb1-b136-ef913273f017,296,3,228,Social,2024-04-18
5f3c975d-7997-4a67-b2b3-25db6e938f42,592,3,88,Organic,2024-04-01
ab7832e8-4617-4f55-bff1-713b25924e4f,790,5,169,Direct,2024-01-27
f03b754a-20f3-4d5b-95c6-e84298360078,69,7,35,Direct,2024-04-04
fd8626bd-a907-425b-b7f5-30d18c312d58,605,1,220,Referral,2024-01-31
5d09af6f-e564-4a74-bc66-14efe87605a6,931,5,112,Direct,2024-03-12
a0911002-a259-4f15-a16b-8fef60ab9df5,744,4,184,Social,2024-03-17
23135097-6d3e-4426-9d34-6affd8c89ef5,367,2,251,Social,2024-04-04
9d92363b-4fc0-4731-b86e-5d3fc4e9d90e,565,8,295,Direct,2024-02-25
00a141c7-b1fa-47bf-8868-96f55c9ad152,682,7,143,Organic,2024-02-08
5a89b25c-2334-4e15-9e26-bb1a80d76868,673,10,210,Social,2024-01-31
a382faff-0fc5-402e-808f-56fbe072d667,627,9,105,Direct,2024-01-28
84a3d4da-aa08-4359-a985-e9de3d2da61a,132,2,151,Social,2024-03-28
512ef540-b818-4eb8-8ba6-ca2a743275c0,642,1,240,Direct,2024-03-01
e9a2f1b5-fa72-4709-a5b1-fe367c379909,996,6,168,Social,2024-03-04
6f5beded-ccf6-4235-a41d-736a6a9502aa,370,9,197,Referral,2024-03-25
a8524778-4236-42ee-8187-866bec08927e,466,6,120,Referral,2024-04-09
9b569e59-e176-4ac1-8edd-41976e178562,164,8,297,Direct,2024-04-22
0a8d536c-2b4f-4a54-8185-c4b7c57c0f4c,852,7,79,Referral,2024-04-18
6e8ff375-f93f-40b8-bf72-2e14830e8039,176,9,291,Referral,2024-01-19
f7dd82ad-5f37-4fff-9f7a-cb720996c4d5,230,7,248,Organic,2024-04-10
31fcd6b4-223e-467e-80bc-32cd4cbe572b,694,1,210,Social,2024-02-29
e9170a5a-3d00-4af0-a1db-910906929981,906,7,70,Direct,2024-02-21
d4fbb7b9-7e20-44d9-ae4d-b8de4e98908a,119,9,281,Organic,2024-02-24
1158c041-c2ed-4317-83d7-1d99dce4a0c3,656,4,98,Direct,2024-03-11
d475b2d0-f991-485d-850b-b6086e62bbc3,406,4,36,Referral,2024-03-31
fbee24e4-d854-4964-96f7-812f99f27c81,868,7,99,Organic,2024-03-14
85877f9d-abf1-4331-b861-e1c9ec9316ef,160,1,295,Direct,2024-02-26
d65e90ff-6a05-4a79-8450-06d621566b82,165,1,95,Social,2024-01-10
5f9ce3d0-9af0-4925-9dce-79f24569f75d,520,8,46,Referral,2024-03-17
2325f7e0-1ef8-4534-a6c9-555c7b320744,996,1,92,Organic,2024-04-24
224c1f69-7cef-4902-a79c-16ee79c790a0,375,3,211,Direct,2024-04-13
8a4bf74a-de1a-4eed-95e6-808f80e2c82b,312,1,195,Direct,2024-04-16
c9219ca4-2533-4aa7-b232-06d15b58b425,369,9,56,Social,2024-03-01
acc21441-f8f0-4f60-892a-5875e4dfe5a3,17,10,88,Social,2024-01-02
ed9133cf-1e2b-4a78-b7f3-ce2e68f602ca,389,2,90,Organic,2024-03-23
a31a35da-7ca8-4125-88da-9865fd6b1501,74,5,140,Referral,2024-04-28
f0aaeb28-c920-4bf6-bc88-c20a2297c783,688,9,116,Referral,2024-03-07
614c5882-0c53-424c-aea1-c08f80616fdd,166,2,90,Direct,2024-03-28
6e14129c-57a3-4a7e-81d2-eca4b955839a,499,8,254,Social,2024-02-19
0866ad57-d889-4166-bec5-486d621f39b5,51,7,107,Direct,2024-01-10
4c7cd7f1-c6bb-4520-ac17-576d23cd2fc1,691,10,74,Organic,2024-04-17
5c70dad3-7283-4e30-83d7-64fea321319d,243,7,104,Direct,2024-01-18
3c50f9f7-4914-4fae-893b-c298179b362c,964,10,231,Organic,2024-04-03
41cdfca6-3fd9-4e1f-b9c8-e7fa14a43a20,505,10,33,Direct,2024-03-16
28714d33-35fb-45eb-8ee3-9a70c1888d5e,14,3,106,Direct,2024-02-23
effb6ee3-846f-4d01-afd7-a26e8f86d9f1,597,10,245,Referral,2024-01-28
04a0910b-39c4-4401-b319-c273f64263e9,350,9,289,Organic,2024-03-18
70868da7-5803-4727-a424-0d24683ea6bf,547,10,136,Referral,2024-01-29
324527f0-d236-4434-aeca-3857fc8236da,396,3,211,Social,2024-03-17
1d0495a0-a959-4973-b029-ba29f6e74473,346,3,218,Social,2024-01-26
51a0f186-22ca-4588-bbe1-fcdef94cdc6e,984,3,119,Referral,2024-01-10
835aac6c-c4cd-4114-aad0-2046dd11087b,14,10,170,Referral,2024-02-21
a927bd57-cba2-4f52-b487-7bbf93436f94,818,7,265,Social,2024-04-23
4725d0ac-0b2e-49e9-97f7-580711729089,804,1,98,Organic,2024-03-27
4d363cf5-6e7c-4410-846e-7ba7dd2bc3d0,937,2,204,Direct,2024-04-29
59107b41-b9a9-42d3-8c81-ad9255b9bd12,536,2,201,Referral,2024-04-03
e59bb00d-1ac8-45bf-b2f9-ab7c5ed18fed,809,9,94,Referral,2024-02-19
349c9fd4-10ba-4233-a89d-452cf10fd4d7,163,1,265,Organic,2024-03-09
0ec2e387-21bb-47b6-8d1b-89c4d68d3836,424,8,223,Social,2024-01-12
3c3e93f6-f0fc-4134-b928-f56345ea9a7b,922,3,256,Direct,2024-02-07
dbd0a98d-2fab-437f-8ac3-5f1b8a975703,457,3,143,Social,2024-03-14
3392c443-acfb-4d7b-ad70-bcd1b9821b5e,333,1,144,Organic,2024-02-06
41c25230-0ed6-4444-bfe0-47cd6b686d09,723,1,210,Organic,2024-03-16
9f521d28-1f50-42c1-b6fa-599a6352d9e1,653,1,163,Direct,2024-01-03
cf28aee1-58b0-400c-a64f-1712eaa5fb51,564,2,205,Referral,2024-01-16
194dcc63-22b9-4f24-a31b-16515cbc4b55,953,6,67,Organic,2024-04-05
de7b714d-97a6-4f21-ae36-8faea4131b4e,573,9,236,Organic,2024-01-05
cd953659-dbfc-4917-919e-6269a6cc930c,930,5,142,Referral,2024-01-04
9b63565c-d637-4c1d-ab06-2c1720ef4cb2,763,2,89,Social,2024-03-23
e4576aa7-bc94-4acd-9f80-baf21880e73f,672,5,138,Social,2024-01-30
731675c5-5f40-4be3-bb38-a394c75b4e7c,880,3,151,Organic,2024-02-03
